toolName,famille,discipline,discipline_categorie,total_respondants_discipline,count,fractionOfUse,percentageOfUse
knitr,autre,Sciences de la vie,STEM,5162,5,NaN,NaN
knitr,autre,Ingénierie & technologie,STEM,3784,1,NaN,NaN
knitr,autre,Médecine,Médecine,3803,1.5,NaN,NaN
knitr,autre,Arts et Lettres,SHS,3154,1,NaN,NaN
knitr,autre,Sciences physiques,STEM,2598,1.5,NaN,NaN
knitr,autre,Droit,SHS,505,0,NaN,NaN
Numbers,autre,Sciences sociales et économie,SHS,6353,3,NaN,NaN
Numbers,autre,Sciences de la vie,STEM,5162,0,NaN,NaN
Numbers,autre,Ingénierie & technologie,STEM,3784,1,NaN,NaN
Numbers,autre,Médecine,Médecine,3803,0,NaN,NaN
Numbers,autre,Arts et Lettres,SHS,3154,0,NaN,NaN
Numbers,autre,Sciences physiques,STEM,2598,0,NaN,NaN
Numbers,autre,Droit,SHS,505,0,NaN,NaN
HTML editor,autre,Sciences sociales et économie,SHS,6353,0,NaN,NaN
HTML editor,autre,Sciences de la vie,STEM,5162,2,NaN,NaN
HTML editor,autre,Ingénierie & technologie,STEM,3784,3,NaN,NaN
HTML editor,autre,Médecine,Médecine,3803,0,NaN,NaN
HTML editor,autre,Arts et Lettres,SHS,3154,1,NaN,NaN
HTML editor,autre,Sciences physiques,STEM,2598,0,NaN,NaN
HTML editor,autre,Droit,SHS,505,0,NaN,NaN
Wordpress,autre,Sciences sociales et économie,SHS,6353,2.5,NaN,NaN
Wordpress,autre,Sciences de la vie,STEM,5162,1,NaN,NaN
Wordpress,autre,Ingénierie & technologie,STEM,3784,1,NaN,NaN
Wordpress,autre,Médecine,Médecine,3803,0,NaN,NaN
Wordpress,autre,Arts et Lettres,SHS,3154,2.5,NaN,NaN
Wordpress,autre,Sciences physiques,STEM,2598,0,NaN,NaN
Wordpress,autre,Droit,SHS,505,0,NaN,NaN
Omeka,autre,Sciences sociales et économie,SHS,6353,0,NaN,NaN
Omeka,autre,Sciences de la vie,STEM,5162,0,NaN,NaN
Omeka,autre,Ingénierie & technologie,STEM,3784,0,NaN,NaN
Omeka,autre,Médecine,Médecine,3803,0,NaN,NaN
Omeka,autre,Arts et Lettres,SHS,3154,1,NaN,NaN
Omeka,autre,Sciences physiques,STEM,2598,0,NaN,NaN
Omeka,autre,Droit,SHS,505,0,NaN,NaN
SVN (Subversion),autre,Sciences sociales et économie,SHS,6353,0,NaN,NaN
SVN (Subversion),autre,Sciences de la vie,STEM,5162,0,NaN,NaN
SVN (Subversion),autre,Ingénierie & technologie,STEM,3784,1,NaN,NaN
SVN (Subversion),autre,Médecine,Médecine,3803,0,NaN,NaN
SVN (Subversion),autre,Arts et Lettres,SHS,3154,0,NaN,NaN
SVN (Subversion),autre,Sciences physiques,STEM,2598,2,NaN,NaN
SVN (Subversion),autre,Droit,SHS,505,0,NaN,NaN
GitLab,autre,Sciences sociales et économie,SHS,6353,0,NaN,NaN
GitLab,autre,Sciences de la vie,STEM,5162,0,NaN,NaN
GitLab,autre,Ingénierie & technologie,STEM,3784,0,NaN,NaN
GitLab,autre,Médecine,Médecine,3803,0,NaN,NaN
GitLab,autre,Arts et Lettres,SHS,3154,0,NaN,NaN
GitLab,autre,Sciences physiques,STEM,2598,1,NaN,NaN
GitLab,autre,Droit,SHS,505,0,NaN,NaN
neooffice,autre,Sciences sociales et économie,SHS,6353,0,NaN,NaN
neooffice,autre,Sciences de la vie,STEM,5162,0,NaN,NaN
neooffice,autre,Ingénierie & technologie,STEM,3784,0,NaN,NaN
neooffice,autre,Médecine,Médecine,3803,0,NaN,NaN
neooffice,autre,Arts et Lettres,SHS,3154,1,NaN,NaN
neooffice,autre,Sciences physiques,STEM,2598,0,NaN,NaN
neooffice,autre,Droit,SHS,505,0,NaN,NaN
OnlyOffice,autre,Sciences sociales et économie,SHS,6353,0,NaN,NaN
OnlyOffice,autre,Sciences de la vie,STEM,5162,1,NaN,NaN
OnlyOffice,autre,Ingénierie & technologie,STEM,3784,0,NaN,NaN
OnlyOffice,autre,Médecine,Médecine,3803,0,NaN,NaN
OnlyOffice,autre,Arts et Lettres,SHS,3154,0,NaN,NaN
OnlyOffice,autre,Sciences physiques,STEM,2598,0,NaN,NaN
OnlyOffice,autre,Droit,SHS,505,0,NaN,NaN
Nisus Writer,autre,Sciences sociales et économie,SHS,6353,4,NaN,NaN
Nisus Writer,autre,Sciences de la vie,STEM,5162,0,NaN,NaN
Nisus Writer,autre,Ingénierie & technologie,STEM,3784,0.5,NaN,NaN
Nisus Writer,autre,Médecine,Médecine,3803,1,NaN,NaN
Nisus Writer,autre,Arts et Lettres,SHS,3154,2.5,NaN,NaN
Nisus Writer,autre,Sciences physiques,STEM,2598,0,NaN,NaN
Nisus Writer,autre,Droit,SHS,505,0,NaN,NaN
institutional cloud server,autre,Sciences sociales et économie,SHS,6353,0,NaN,NaN
institutional cloud server,autre,Sciences de la vie,STEM,5162,1,NaN,NaN
institutional cloud server,autre,Ingénierie & technologie,STEM,3784,0,NaN,NaN
institutional cloud server,autre,Médecine,Médecine,3803,0,NaN,NaN
institutional cloud server,autre,Arts et Lettres,SHS,3154,0,NaN,NaN
institutional cloud server,autre,Sciences physiques,STEM,2598,0,NaN,NaN
institutional cloud server,autre,Droit,SHS,505,0,NaN,NaN
WPS,autre,Sciences sociales et économie,SHS,6353,0,NaN,NaN
WPS,autre,Sciences de la vie,STEM,5162,2.5,NaN,NaN
WPS,autre,Ingénierie & technologie,STEM,3784,1,NaN,NaN
WPS,autre,Médecine,Médecine,3803,1.5,NaN,NaN
WPS,autre,Arts et Lettres,SHS,3154,1,NaN,NaN
WPS,autre,Sciences physiques,STEM,2598,0,NaN,NaN
WPS,autre,Droit,SHS,505,0,NaN,NaN
computer,autre,Sciences sociales et économie,SHS,6353,0,NaN,NaN
computer,autre,Sciences de la vie,STEM,5162,0,NaN,NaN
computer,autre,Ingénierie & technologie,STEM,3784,0,NaN,NaN
computer,autre,Médecine,Médecine,3803,1,NaN,NaN
computer,autre,Arts et Lettres,SHS,3154,0,NaN,NaN
computer,autre,Sciences physiques,STEM,2598,0,NaN,NaN
computer,autre,Droit,SHS,505,0,NaN,NaN
scan,autre,Sciences sociales et économie,SHS,6353,0,NaN,NaN
scan,autre,Sciences de la vie,STEM,5162,0,NaN,NaN
scan,autre,Ingénierie & technologie,STEM,3784,0,NaN,NaN
scan,autre,Médecine,Médecine,3803,1,NaN,NaN
scan,autre,Arts et Lettres,SHS,3154,0,NaN,NaN
scan,autre,Sciences physiques,STEM,2598,0,NaN,NaN
scan,autre,Droit,SHS,505,0,NaN,NaN
MDL ISIS Draw,autre,Sciences sociales et économie,SHS,6353,0,NaN,NaN
MDL ISIS Draw,autre,Sciences de la vie,STEM,5162,0,NaN,NaN
MDL ISIS Draw,autre,Ingénierie & technologie,STEM,3784,0,NaN,NaN
MDL ISIS Draw,autre,Médecine,Médecine,3803,0,NaN,NaN
MDL ISIS Draw,autre,Arts et Lettres,SHS,3154,0,NaN,NaN
MDL ISIS Draw,autre,Sciences physiques,STEM,2598,1,NaN,NaN
MDL ISIS Draw,autre,Droit,SHS,505,0,NaN,NaN
gVim,balisage et texte brut,Sciences sociales et économie,SHS,6353,0,NaN,NaN
gVim,balisage et texte brut,Sciences de la vie,STEM,5162,0,NaN,NaN
gVim,balisage et texte brut,Ingénierie & technologie,STEM,3784,1,NaN,NaN
gVim,balisage et texte brut,Médecine,Médecine,3803,0,NaN,NaN
gVim,balisage et texte brut,Arts et Lettres,SHS,3154,0,NaN,NaN
gVim,balisage et texte brut,Sciences physiques,STEM,2598,0,NaN,NaN
gVim,balisage et texte brut,Droit,SHS,505,0,NaN,NaN
BBEdit,autre,Sciences sociales et économie,SHS,6353,2,NaN,NaN
BBEdit,autre,Sciences de la vie,STEM,5162,1,NaN,NaN
BBEdit,autre,Ingénierie & technologie,STEM,3784,0,NaN,NaN
BBEdit,autre,Médecine,Médecine,3803,0,NaN,NaN
BBEdit,autre,Arts et Lettres,SHS,3154,1,NaN,NaN
BBEdit,autre,Sciences physiques,STEM,2598,0,NaN,NaN
BBEdit,autre,Droit,SHS,505,0,NaN,NaN
Adobe,autre,Sciences sociales et économie,SHS,6353,3,NaN,NaN
Adobe,autre,Sciences de la vie,STEM,5162,0,NaN,NaN
Adobe,autre,Ingénierie & technologie,STEM,3784,1,NaN,NaN
Adobe,autre,Médecine,Médecine,3803,2,NaN,NaN
Adobe,autre,Arts et Lettres,SHS,3154,3,NaN,NaN
Adobe,autre,Sciences physiques,STEM,2598,1,NaN,NaN
Adobe,autre,Droit,SHS,505,0,NaN,NaN
Mindmanager,autre,Sciences sociales et économie,SHS,6353,1.5,NaN,NaN
Mindmanager,autre,Sciences de la vie,STEM,5162,1,NaN,NaN
Mindmanager,autre,Ingénierie & technologie,STEM,3784,0,NaN,NaN
Mindmanager,autre,Médecine,Médecine,3803,0,NaN,NaN
Mindmanager,autre,Arts et Lettres,SHS,3154,0,NaN,NaN
Mindmanager,autre,Sciences physiques,STEM,2598,0,NaN,NaN
Mindmanager,autre,Droit,SHS,505,0.5,NaN,NaN
Power point image conversion format,autre,Sciences sociales et économie,SHS,6353,0,NaN,NaN
Power point image conversion format,autre,Sciences de la vie,STEM,5162,1,NaN,NaN
Power point image conversion format,autre,Ingénierie & technologie,STEM,3784,0,NaN,NaN
Power point image conversion format,autre,Médecine,Médecine,3803,0,NaN,NaN
Power point image conversion format,autre,Arts et Lettres,SHS,3154,0,NaN,NaN
Power point image conversion format,autre,Sciences physiques,STEM,2598,0,NaN,NaN
Power point image conversion format,autre,Droit,SHS,505,0,NaN,NaN
SourceTree,autre,Sciences sociales et économie,SHS,6353,0,NaN,NaN
SourceTree,autre,Sciences de la vie,STEM,5162,0,NaN,NaN
SourceTree,autre,Ingénierie & technologie,STEM,3784,0,NaN,NaN
SourceTree,autre,Médecine,Médecine,3803,0,NaN,NaN
SourceTree,autre,Arts et Lettres,SHS,3154,0,NaN,NaN
SourceTree,autre,Sciences physiques,STEM,2598,1,NaN,NaN
SourceTree,autre,Droit,SHS,505,0,NaN,NaN
ImageJ,autre,Sciences sociales et économie,SHS,6353,0,NaN,NaN
ImageJ,autre,Sciences de la vie,STEM,5162,1,NaN,NaN
ImageJ,autre,Ingénierie & technologie,STEM,3784,0,NaN,NaN
ImageJ,autre,Médecine,Médecine,3803,0,NaN,NaN
ImageJ,autre,Arts et Lettres,SHS,3154,0,NaN,NaN
ImageJ,autre,Sciences physiques,STEM,2598,0,NaN,NaN
ImageJ,autre,Droit,SHS,505,0,NaN,NaN
Typewriter online,autre,Sciences sociales et économie,SHS,6353,0,NaN,NaN
Typewriter online,autre,Sciences de la vie,STEM,5162,0,NaN,NaN
Typewriter online,autre,Ingénierie & technologie,STEM,3784,0,NaN,NaN
Typewriter online,autre,Médecine,Médecine,3803,0,NaN,NaN
Typewriter online,autre,Arts et Lettres,SHS,3154,1,NaN,NaN
Typewriter online,autre,Sciences physiques,STEM,2598,0,NaN,NaN
Typewriter online,autre,Droit,SHS,505,0,NaN,NaN
Vim,balisage et texte brut,Sciences sociales et économie,SHS,6353,0,NaN,NaN
Vim,balisage et texte brut,Sciences de la vie,STEM,5162,1.6666666666666665,NaN,NaN
Vim,balisage et texte brut,Ingénierie & technologie,STEM,3784,3.6666666666666665,NaN,NaN
Vim,balisage et texte brut,Médecine,Médecine,3803,1.8333333333333333,NaN,NaN
Vim,balisage et texte brut,Arts et Lettres,SHS,3154,1.3333333333333333,NaN,NaN
Vim,balisage et texte brut,Sciences physiques,STEM,2598,1.5,NaN,NaN
Vim,balisage et texte brut,Droit,SHS,505,0,NaN,NaN
Docear,autre,Sciences sociales et économie,SHS,6353,1,NaN,NaN
Docear,autre,Sciences de la vie,STEM,5162,0,NaN,NaN
Docear,autre,Ingénierie & technologie,STEM,3784,2,NaN,NaN
Docear,autre,Médecine,Médecine,3803,1,NaN,NaN
Docear,autre,Arts et Lettres,SHS,3154,1,NaN,NaN
Docear,autre,Sciences physiques,STEM,2598,1,NaN,NaN
Docear,autre,Droit,SHS,505,0,NaN,NaN
Byword,autre,Sciences sociales et économie,SHS,6353,1,NaN,NaN
Byword,autre,Sciences de la vie,STEM,5162,0,NaN,NaN
Byword,autre,Ingénierie & technologie,STEM,3784,1,NaN,NaN
Byword,autre,Médecine,Médecine,3803,0,NaN,NaN
Byword,autre,Arts et Lettres,SHS,3154,2,NaN,NaN
Byword,autre,Sciences physiques,STEM,2598,0,NaN,NaN
Byword,autre,Droit,SHS,505,0,NaN,NaN
iWork,autre,Sciences sociales et économie,SHS,6353,1,NaN,NaN
iWork,autre,Sciences de la vie,STEM,5162,0.5,NaN,NaN
iWork,autre,Ingénierie & technologie,STEM,3784,1.5,NaN,NaN
iWork,autre,Médecine,Médecine,3803,0,NaN,NaN
iWork,autre,Arts et Lettres,SHS,3154,0,NaN,NaN
iWork,autre,Sciences physiques,STEM,2598,1,NaN,NaN
iWork,autre,Droit,SHS,505,0,NaN,NaN
Nota Bene,autre,Sciences sociales et économie,SHS,6353,0,NaN,NaN
Nota Bene,autre,Sciences de la vie,STEM,5162,0,NaN,NaN
Nota Bene,autre,Ingénierie & technologie,STEM,3784,0,NaN,NaN
Nota Bene,autre,Médecine,Médecine,3803,0,NaN,NaN
Nota Bene,autre,Arts et Lettres,SHS,3154,3,NaN,NaN
Nota Bene,autre,Sciences physiques,STEM,2598,0,NaN,NaN
Nota Bene,autre,Droit,SHS,505,0,NaN,NaN
Ulysses,balisage et texte brut,Sciences sociales et économie,SHS,6353,9.833333333333334,NaN,NaN
Ulysses,balisage et texte brut,Sciences de la vie,STEM,5162,0.3333333333333333,NaN,NaN
Ulysses,balisage et texte brut,Ingénierie & technologie,STEM,3784,0,NaN,NaN
Ulysses,balisage et texte brut,Médecine,Médecine,3803,1,NaN,NaN
Ulysses,balisage et texte brut,Arts et Lettres,SHS,3154,6.5,NaN,NaN
Ulysses,balisage et texte brut,Sciences physiques,STEM,2598,3,NaN,NaN
Ulysses,balisage et texte brut,Droit,SHS,505,0.3333333333333333,NaN,NaN
EasyBib,autre,Sciences sociales et économie,SHS,6353,0,NaN,NaN
EasyBib,autre,Sciences de la vie,STEM,5162,0,NaN,NaN
EasyBib,autre,Ingénierie & technologie,STEM,3784,0,NaN,NaN
EasyBib,autre,Médecine,Médecine,3803,0,NaN,NaN
EasyBib,autre,Arts et Lettres,SHS,3154,1,NaN,NaN
EasyBib,autre,Sciences physiques,STEM,2598,0,NaN,NaN
EasyBib,autre,Droit,SHS,505,0,NaN,NaN
Google Scholar,autre,Sciences sociales et économie,SHS,6353,0,NaN,NaN
Google Scholar,autre,Sciences de la vie,STEM,5162,0,NaN,NaN
Google Scholar,autre,Ingénierie & technologie,STEM,3784,0,NaN,NaN
Google Scholar,autre,Médecine,Médecine,3803,0,NaN,NaN
Google Scholar,autre,Arts et Lettres,SHS,3154,1,NaN,NaN
Google Scholar,autre,Sciences physiques,STEM,2598,0,NaN,NaN
Google Scholar,autre,Droit,SHS,505,0,NaN,NaN
institutional collaboration environment,autre,Sciences sociales et économie,SHS,6353,0,NaN,NaN
institutional collaboration environment,autre,Sciences de la vie,STEM,5162,0,NaN,NaN
institutional collaboration environment,autre,Ingénierie & technologie,STEM,3784,0,NaN,NaN
institutional collaboration environment,autre,Médecine,Médecine,3803,0,NaN,NaN
institutional collaboration environment,autre,Arts et Lettres,SHS,3154,1,NaN,NaN
institutional collaboration environment,autre,Sciences physiques,STEM,2598,0,NaN,NaN
institutional collaboration environment,autre,Droit,SHS,505,0,NaN,NaN
Scribus,autre,Sciences sociales et économie,SHS,6353,0.3333333333333333,NaN,NaN
Scribus,autre,Sciences de la vie,STEM,5162,1,NaN,NaN
Scribus,autre,Ingénierie & technologie,STEM,3784,1.8333333333333333,NaN,NaN
Scribus,autre,Médecine,Médecine,3803,0,NaN,NaN
Scribus,autre,Arts et Lettres,SHS,3154,1.3333333333333333,NaN,NaN
Scribus,autre,Sciences physiques,STEM,2598,0.5,NaN,NaN
Scribus,autre,Droit,SHS,505,0,NaN,NaN
MS Paint,autre,Sciences sociales et économie,SHS,6353,2,NaN,NaN
MS Paint,autre,Sciences de la vie,STEM,5162,0.5,NaN,NaN
MS Paint,autre,Ingénierie & technologie,STEM,3784,1,NaN,NaN
MS Paint,autre,Médecine,Médecine,3803,1,NaN,NaN
MS Paint,autre,Arts et Lettres,SHS,3154,0.5,NaN,NaN
MS Paint,autre,Sciences physiques,STEM,2598,0,NaN,NaN
MS Paint,autre,Droit,SHS,505,0,NaN,NaN
iA Writer,balisage et texte brut,Sciences sociales et économie,SHS,6353,0.5,NaN,NaN
iA Writer,balisage et texte brut,Sciences de la vie,STEM,5162,2.8333333333333335,NaN,NaN
iA Writer,balisage et texte brut,Ingénierie & technologie,STEM,3784,0.8333333333333333,NaN,NaN
iA Writer,balisage et texte brut,Médecine,Médecine,3803,0,NaN,NaN
iA Writer,balisage et texte brut,Arts et Lettres,SHS,3154,3,NaN,NaN
iA Writer,balisage et texte brut,Sciences physiques,STEM,2598,1.8333333333333333,NaN,NaN
iA Writer,balisage et texte brut,Droit,SHS,505,0,NaN,NaN
MacDown,balisage et texte brut,Sciences sociales et économie,SHS,6353,0,NaN,NaN
MacDown,balisage et texte brut,Sciences de la vie,STEM,5162,2,NaN,NaN
MacDown,balisage et texte brut,Ingénierie & technologie,STEM,3784,0,NaN,NaN
MacDown,balisage et texte brut,Médecine,Médecine,3803,0,NaN,NaN
MacDown,balisage et texte brut,Arts et Lettres,SHS,3154,0,NaN,NaN
MacDown,balisage et texte brut,Sciences physiques,STEM,2598,0,NaN,NaN
MacDown,balisage et texte brut,Droit,SHS,505,0,NaN,NaN
Scientific Workplace,format/éditeur apparenté à TeX,Sciences sociales et économie,SHS,6353,6,NaN,NaN
Scientific Workplace,format/éditeur apparenté à TeX,Sciences de la vie,STEM,5162,0,NaN,NaN
Scientific Workplace,format/éditeur apparenté à TeX,Ingénierie & technologie,STEM,3784,1,NaN,NaN
Scientific Workplace,format/éditeur apparenté à TeX,Médecine,Médecine,3803,0,NaN,NaN
Scientific Workplace,format/éditeur apparenté à TeX,Arts et Lettres,SHS,3154,0,NaN,NaN
Scientific Workplace,format/éditeur apparenté à TeX,Sciences physiques,STEM,2598,4,NaN,NaN
Scientific Workplace,format/éditeur apparenté à TeX,Droit,SHS,505,0,NaN,NaN
blog,autre,Sciences sociales et économie,SHS,6353,0.16666666666666666,NaN,NaN
blog,autre,Sciences de la vie,STEM,5162,0.16666666666666666,NaN,NaN
blog,autre,Ingénierie & technologie,STEM,3784,0.16666666666666666,NaN,NaN
blog,autre,Médecine,Médecine,3803,0.16666666666666666,NaN,NaN
blog,autre,Arts et Lettres,SHS,3154,0.16666666666666666,NaN,NaN
blog,autre,Sciences physiques,STEM,2598,0.16666666666666666,NaN,NaN
blog,autre,Droit,SHS,505,0,NaN,NaN
FrameMaker,autre,Sciences sociales et économie,SHS,6353,0,NaN,NaN
FrameMaker,autre,Sciences de la vie,STEM,5162,0,NaN,NaN
FrameMaker,autre,Ingénierie & technologie,STEM,3784,2,NaN,NaN
FrameMaker,autre,Médecine,Médecine,3803,0,NaN,NaN
FrameMaker,autre,Arts et Lettres,SHS,3154,0,NaN,NaN
FrameMaker,autre,Sciences physiques,STEM,2598,0,NaN,NaN
FrameMaker,autre,Droit,SHS,505,0,NaN,NaN
Aquamacs,balisage et texte brut,Sciences sociales et économie,SHS,6353,0,NaN,NaN
Aquamacs,balisage et texte brut,Sciences de la vie,STEM,5162,0,NaN,NaN
Aquamacs,balisage et texte brut,Ingénierie & technologie,STEM,3784,0,NaN,NaN
Aquamacs,balisage et texte brut,Médecine,Médecine,3803,0,NaN,NaN
Aquamacs,balisage et texte brut,Arts et Lettres,SHS,3154,0,NaN,NaN
Aquamacs,balisage et texte brut,Sciences physiques,STEM,2598,1,NaN,NaN
Aquamacs,balisage et texte brut,Droit,SHS,505,0,NaN,NaN
Grapher,autre,Sciences sociales et économie,SHS,6353,0,NaN,NaN
Grapher,autre,Sciences de la vie,STEM,5162,0.5,NaN,NaN
Grapher,autre,Ingénierie & technologie,STEM,3784,0,NaN,NaN
Grapher,autre,Médecine,Médecine,3803,0,NaN,NaN
Grapher,autre,Arts et Lettres,SHS,3154,0,NaN,NaN
Grapher,autre,Sciences physiques,STEM,2598,0.5,NaN,NaN
Grapher,autre,Droit,SHS,505,0,NaN,NaN
Writer,autres bureautique (wysiwyg),Sciences sociales et économie,SHS,6353,0,NaN,NaN
Writer,autres bureautique (wysiwyg),Sciences de la vie,STEM,5162,0,NaN,NaN
Writer,autres bureautique (wysiwyg),Ingénierie & technologie,STEM,3784,1,NaN,NaN
Writer,autres bureautique (wysiwyg),Médecine,Médecine,3803,1,NaN,NaN
Writer,autres bureautique (wysiwyg),Arts et Lettres,SHS,3154,1,NaN,NaN
Writer,autres bureautique (wysiwyg),Sciences physiques,STEM,2598,0,NaN,NaN
Writer,autres bureautique (wysiwyg),Droit,SHS,505,0,NaN,NaN
Blender,autre,Sciences sociales et économie,SHS,6353,0,NaN,NaN
Blender,autre,Sciences de la vie,STEM,5162,0,NaN,NaN
Blender,autre,Ingénierie & technologie,STEM,3784,0.5,NaN,NaN
Blender,autre,Médecine,Médecine,3803,0,NaN,NaN
Blender,autre,Arts et Lettres,SHS,3154,0,NaN,NaN
Blender,autre,Sciences physiques,STEM,2598,0.5,NaN,NaN
Blender,autre,Droit,SHS,505,0,NaN,NaN
Notepad,balisage et texte brut,Sciences sociales et économie,SHS,6353,1.5,NaN,NaN
Notepad,balisage et texte brut,Sciences de la vie,STEM,5162,1.8333333333333333,NaN,NaN
Notepad,balisage et texte brut,Ingénierie & technologie,STEM,3784,2,NaN,NaN
Notepad,balisage et texte brut,Médecine,Médecine,3803,1.5,NaN,NaN
Notepad,balisage et texte brut,Arts et Lettres,SHS,3154,3.8333333333333335,NaN,NaN
Notepad,balisage et texte brut,Sciences physiques,STEM,2598,0.3333333333333333,NaN,NaN
Notepad,balisage et texte brut,Droit,SHS,505,0,NaN,NaN
DocOnce,balisage et texte brut,Sciences sociales et économie,SHS,6353,0,NaN,NaN
DocOnce,balisage et texte brut,Sciences de la vie,STEM,5162,0,NaN,NaN
DocOnce,balisage et texte brut,Ingénierie & technologie,STEM,3784,1,NaN,NaN
DocOnce,balisage et texte brut,Médecine,Médecine,3803,0,NaN,NaN
DocOnce,balisage et texte brut,Arts et Lettres,SHS,3154,0,NaN,NaN
DocOnce,balisage et texte brut,Sciences physiques,STEM,2598,0,NaN,NaN
DocOnce,balisage et texte brut,Droit,SHS,505,0,NaN,NaN
Q10,balisage et texte brut,Sciences sociales et économie,SHS,6353,0.5,NaN,NaN
Q10,balisage et texte brut,Sciences de la vie,STEM,5162,0,NaN,NaN
Q10,balisage et texte brut,Ingénierie & technologie,STEM,3784,0,NaN,NaN
Q10,balisage et texte brut,Médecine,Médecine,3803,0,NaN,NaN
Q10,balisage et texte brut,Arts et Lettres,SHS,3154,0.5,NaN,NaN
Q10,balisage et texte brut,Sciences physiques,STEM,2598,0,NaN,NaN
Q10,balisage et texte brut,Droit,SHS,505,0,NaN,NaN
OpenDoc,autres bureautique (wysiwyg),Sciences sociales et économie,SHS,6353,0,NaN,NaN
OpenDoc,autres bureautique (wysiwyg),Sciences de la vie,STEM,5162,0,NaN,NaN
OpenDoc,autres bureautique (wysiwyg),Ingénierie & technologie,STEM,3784,2,NaN,NaN
OpenDoc,autres bureautique (wysiwyg),Médecine,Médecine,3803,0,NaN,NaN
OpenDoc,autres bureautique (wysiwyg),Arts et Lettres,SHS,3154,0,NaN,NaN
OpenDoc,autres bureautique (wysiwyg),Sciences physiques,STEM,2598,0,NaN,NaN
OpenDoc,autres bureautique (wysiwyg),Droit,SHS,505,0,NaN,NaN
Paper,autre,Sciences sociales et économie,SHS,6353,2.333333333333333,NaN,NaN
Paper,autre,Sciences de la vie,STEM,5162,0.3333333333333333,NaN,NaN
Paper,autre,Ingénierie & technologie,STEM,3784,0,NaN,NaN
Paper,autre,Médecine,Médecine,3803,0,NaN,NaN
Paper,autre,Arts et Lettres,SHS,3154,1.3333333333333333,NaN,NaN
Paper,autre,Sciences physiques,STEM,2598,0,NaN,NaN
Paper,autre,Droit,SHS,505,0,NaN,NaN
MS Picture,autre,Sciences sociales et économie,SHS,6353,0,NaN,NaN
MS Picture,autre,Sciences de la vie,STEM,5162,0,NaN,NaN
MS Picture,autre,Ingénierie & technologie,STEM,3784,0,NaN,NaN
MS Picture,autre,Médecine,Médecine,3803,1,NaN,NaN
MS Picture,autre,Arts et Lettres,SHS,3154,0,NaN,NaN
MS Picture,autre,Sciences physiques,STEM,2598,0,NaN,NaN
MS Picture,autre,Droit,SHS,505,0,NaN,NaN
Mathematica,autre,Sciences sociales et économie,SHS,6353,0.41666666666666663,NaN,NaN
Mathematica,autre,Sciences de la vie,STEM,5162,0.16666666666666666,NaN,NaN
Mathematica,autre,Ingénierie & technologie,STEM,3784,0.9166666666666666,NaN,NaN
Mathematica,autre,Médecine,Médecine,3803,0.41666666666666663,NaN,NaN
Mathematica,autre,Arts et Lettres,SHS,3154,0.16666666666666666,NaN,NaN
Mathematica,autre,Sciences physiques,STEM,2598,1.6666666666666667,NaN,NaN
Mathematica,autre,Droit,SHS,505,0.25,NaN,NaN
Leafpad,balisage et texte brut,Sciences sociales et économie,SHS,6353,0,NaN,NaN
Leafpad,balisage et texte brut,Sciences de la vie,STEM,5162,0,NaN,NaN
Leafpad,balisage et texte brut,Ingénierie & technologie,STEM,3784,1,NaN,NaN
Leafpad,balisage et texte brut,Médecine,Médecine,3803,0,NaN,NaN
Leafpad,balisage et texte brut,Arts et Lettres,SHS,3154,0,NaN,NaN
Leafpad,balisage et texte brut,Sciences physiques,STEM,2598,0,NaN,NaN
Leafpad,balisage et texte brut,Droit,SHS,505,0,NaN,NaN
Asciidoc,balisage et texte brut,Sciences sociales et économie,SHS,6353,0,NaN,NaN
Asciidoc,balisage et texte brut,Sciences de la vie,STEM,5162,0,NaN,NaN
Asciidoc,balisage et texte brut,Ingénierie & technologie,STEM,3784,0,NaN,NaN
Asciidoc,balisage et texte brut,Médecine,Médecine,3803,0,NaN,NaN
Asciidoc,balisage et texte brut,Arts et Lettres,SHS,3154,1,NaN,NaN
Asciidoc,balisage et texte brut,Sciences physiques,STEM,2598,0,NaN,NaN
Asciidoc,balisage et texte brut,Droit,SHS,505,0,NaN,NaN
OfficeSuite Pro,autres bureautique (wysiwyg),Sciences sociales et économie,SHS,6353,1,NaN,NaN
OfficeSuite Pro,autres bureautique (wysiwyg),Sciences de la vie,STEM,5162,0,NaN,NaN
OfficeSuite Pro,autres bureautique (wysiwyg),Ingénierie & technologie,STEM,3784,0,NaN,NaN
OfficeSuite Pro,autres bureautique (wysiwyg),Médecine,Médecine,3803,0,NaN,NaN
OfficeSuite Pro,autres bureautique (wysiwyg),Arts et Lettres,SHS,3154,0,NaN,NaN
OfficeSuite Pro,autres bureautique (wysiwyg),Sciences physiques,STEM,2598,0,NaN,NaN
OfficeSuite Pro,autres bureautique (wysiwyg),Droit,SHS,505,0,NaN,NaN
ArcView,autre,Sciences sociales et économie,SHS,6353,1,NaN,NaN
ArcView,autre,Sciences de la vie,STEM,5162,0,NaN,NaN
ArcView,autre,Ingénierie & technologie,STEM,3784,0,NaN,NaN
ArcView,autre,Médecine,Médecine,3803,0,NaN,NaN
ArcView,autre,Arts et Lettres,SHS,3154,0,NaN,NaN
ArcView,autre,Sciences physiques,STEM,2598,0,NaN,NaN
ArcView,autre,Droit,SHS,505,0,NaN,NaN
Snipping Tool,autre,Sciences sociales et économie,SHS,6353,1,NaN,NaN
