toolName,famille,discipline,discipline_categorie,total_respondants_discipline,count,fractionOfUse,percentageOfUse
Gramarly,balisage et texte brut,Sciences sociales et économie,SHS,6353,3.5,NaN,NaN
Gramarly,balisage et texte brut,Sciences de la vie,STEM,5162,0,NaN,NaN
Gramarly,balisage et texte brut,Ingénierie & technologie,STEM,3784,1.5,NaN,NaN
Gramarly,balisage et texte brut,Médecine,Médecine,3803,2,NaN,NaN
Gramarly,balisage et texte brut,Arts et Lettres,SHS,3154,1,NaN,NaN
Gramarly,balisage et texte brut,Sciences physiques,STEM,2598,0,NaN,NaN
Gramarly,balisage et texte brut,Droit,SHS,505,0,NaN,NaN
texmacs,balisage et texte brut,Sciences sociales et économie,SHS,6353,0,NaN,NaN
texmacs,balisage et texte brut,Sciences de la vie,STEM,5162,0,NaN,NaN
texmacs,balisage et texte brut,Ingénierie & technologie,STEM,3784,2,NaN,NaN
texmacs,balisage et texte brut,Médecine,Médecine,3803,0,NaN,NaN
texmacs,balisage et texte brut,Arts et Lettres,SHS,3154,0,NaN,NaN
texmacs,balisage et texte brut,Sciences physiques,STEM,2598,0,NaN,NaN
texmacs,balisage et texte brut,Droit,SHS,505,0,NaN,NaN
Sublime Text Editor,balisage et texte brut,Sciences sociales et économie,SHS,6353,1.5,NaN,NaN
Sublime Text Editor,balisage et texte brut,Sciences de la vie,STEM,5162,2.333333333333333,NaN,NaN
Sublime Text Editor,balisage et texte brut,Ingénierie & technologie,STEM,3784,2.333333333333333,NaN,NaN
Sublime Text Editor,balisage et texte brut,Médecine,Médecine,3803,0,NaN,NaN
Sublime Text Editor,balisage et texte brut,Arts et Lettres,SHS,3154,2,NaN,NaN
Sublime Text Editor,balisage et texte brut,Sciences physiques,STEM,2598,3.8333333333333335,NaN,NaN
Sublime Text Editor,balisage et texte brut,Droit,SHS,505,0,NaN,NaN
MS OneDrive,autres bureautique (wysiwyg),Sciences sociales et économie,SHS,6353,7.866666666666666,NaN,NaN
MS OneDrive,autres bureautique (wysiwyg),Sciences de la vie,STEM,5162,5.033333333333333,NaN,NaN
MS OneDrive,autres bureautique (wysiwyg),Ingénierie & technologie,STEM,3784,1.5333333333333332,NaN,NaN
MS OneDrive,autres bureautique (wysiwyg),Médecine,Médecine,3803,3,NaN,NaN
MS OneDrive,autres bureautique (wysiwyg),Arts et Lettres,SHS,3154,2.8666666666666667,NaN,NaN
MS OneDrive,autres bureautique (wysiwyg),Sciences physiques,STEM,2598,0.7,NaN,NaN
MS OneDrive,autres bureautique (wysiwyg),Droit,SHS,505,1,NaN,NaN
PhotoImpact,autre,Sciences sociales et économie,SHS,6353,1,NaN,NaN
PhotoImpact,autre,Sciences de la vie,STEM,5162,0,NaN,NaN
PhotoImpact,autre,Ingénierie & technologie,STEM,3784,0,NaN,NaN
PhotoImpact,autre,Médecine,Médecine,3803,0,NaN,NaN
PhotoImpact,autre,Arts et Lettres,SHS,3154,0,NaN,NaN
PhotoImpact,autre,Sciences physiques,STEM,2598,0,NaN,NaN
PhotoImpact,autre,Droit,SHS,505,0,NaN,NaN
Adobe Illustrator,autre,Sciences sociales et économie,SHS,6353,0.3333333333333333,NaN,NaN
Adobe Illustrator,autre,Sciences de la vie,STEM,5162,18.916666666666664,NaN,NaN
Adobe Illustrator,autre,Ingénierie & technologie,STEM,3784,2.083333333333333,NaN,NaN
Adobe Illustrator,autre,Médecine,Médecine,3803,5.249999999999999,NaN,NaN
Adobe Illustrator,autre,Arts et Lettres,SHS,3154,4.333333333333334,NaN,NaN
Adobe Illustrator,autre,Sciences physiques,STEM,2598,5.083333333333334,NaN,NaN
Adobe Illustrator,autre,Droit,SHS,505,0,NaN,NaN
CINDEX,autres bureautique (wysiwyg),Sciences sociales et économie,SHS,6353,0.5,NaN,NaN
CINDEX,autres bureautique (wysiwyg),Sciences de la vie,STEM,5162,0,NaN,NaN
CINDEX,autres bureautique (wysiwyg),Ingénierie & technologie,STEM,3784,0,NaN,NaN
CINDEX,autres bureautique (wysiwyg),Médecine,Médecine,3803,0,NaN,NaN
CINDEX,autres bureautique (wysiwyg),Arts et Lettres,SHS,3154,0.5,NaN,NaN
CINDEX,autres bureautique (wysiwyg),Sciences physiques,STEM,2598,0,NaN,NaN
CINDEX,autres bureautique (wysiwyg),Droit,SHS,505,0,NaN,NaN
CorelDraw,autre,Sciences sociales et économie,SHS,6353,2.5,NaN,NaN
CorelDraw,autre,Sciences de la vie,STEM,5162,5.5,NaN,NaN
CorelDraw,autre,Ingénierie & technologie,STEM,3784,2,NaN,NaN
CorelDraw,autre,Médecine,Médecine,3803,1.5,NaN,NaN
CorelDraw,autre,Arts et Lettres,SHS,3154,0.5,NaN,NaN
CorelDraw,autre,Sciences physiques,STEM,2598,0,NaN,NaN
CorelDraw,autre,Droit,SHS,505,0,NaN,NaN
research monographs,autre,Sciences sociales et économie,SHS,6353,0,NaN,NaN
research monographs,autre,Sciences de la vie,STEM,5162,0,NaN,NaN
research monographs,autre,Ingénierie & technologie,STEM,3784,0.5,NaN,NaN
research monographs,autre,Médecine,Médecine,3803,0,NaN,NaN
research monographs,autre,Arts et Lettres,SHS,3154,0,NaN,NaN
research monographs,autre,Sciences physiques,STEM,2598,0.5,NaN,NaN
research monographs,autre,Droit,SHS,505,0,NaN,NaN
Emacs,balisage et texte brut,Sciences sociales et économie,SHS,6353,0.3333333333333333,NaN,NaN
Emacs,balisage et texte brut,Sciences de la vie,STEM,5162,3.6666666666666665,NaN,NaN
Emacs,balisage et texte brut,Ingénierie & technologie,STEM,3784,10.166666666666668,NaN,NaN
Emacs,balisage et texte brut,Médecine,Médecine,3803,2.333333333333333,NaN,NaN
Emacs,balisage et texte brut,Arts et Lettres,SHS,3154,3.833333333333333,NaN,NaN
Emacs,balisage et texte brut,Sciences physiques,STEM,2598,3.666666666666667,NaN,NaN
Emacs,balisage et texte brut,Droit,SHS,505,0,NaN,NaN
OrgMode (Emacs),balisage et texte brut,Sciences sociales et économie,SHS,6353,0.5,NaN,NaN
OrgMode (Emacs),balisage et texte brut,Sciences de la vie,STEM,5162,5.833333333333334,NaN,NaN
OrgMode (Emacs),balisage et texte brut,Ingénierie & technologie,STEM,3784,5.666666666666667,NaN,NaN
OrgMode (Emacs),balisage et texte brut,Médecine,Médecine,3803,0.3333333333333333,NaN,NaN
OrgMode (Emacs),balisage et texte brut,Arts et Lettres,SHS,3154,0.8333333333333333,NaN,NaN
OrgMode (Emacs),balisage et texte brut,Sciences physiques,STEM,2598,3.833333333333333,NaN,NaN
OrgMode (Emacs),balisage et texte brut,Droit,SHS,505,0,NaN,NaN
MS Publisher,autres bureautique (wysiwyg),Sciences sociales et économie,SHS,6353,0,NaN,NaN
MS Publisher,autres bureautique (wysiwyg),Sciences de la vie,STEM,5162,1,NaN,NaN
MS Publisher,autres bureautique (wysiwyg),Ingénierie & technologie,STEM,3784,1,NaN,NaN
MS Publisher,autres bureautique (wysiwyg),Médecine,Médecine,3803,0,NaN,NaN
MS Publisher,autres bureautique (wysiwyg),Arts et Lettres,SHS,3154,1,NaN,NaN
MS Publisher,autres bureautique (wysiwyg),Sciences physiques,STEM,2598,0,NaN,NaN
MS Publisher,autres bureautique (wysiwyg),Droit,SHS,505,0,NaN,NaN
R,autre,Sciences sociales et économie,SHS,6353,2,NaN,NaN
R,autre,Sciences de la vie,STEM,5162,4.5,NaN,NaN
R,autre,Ingénierie & technologie,STEM,3784,0,NaN,NaN
R,autre,Médecine,Médecine,3803,0,NaN,NaN
R,autre,Arts et Lettres,SHS,3154,0,NaN,NaN
R,autre,Sciences physiques,STEM,2598,0.5,NaN,NaN
R,autre,Droit,SHS,505,0,NaN,NaN
Adobe Acrobat,autre,Sciences sociales et économie,SHS,6353,2.642857142857143,NaN,NaN
Adobe Acrobat,autre,Sciences de la vie,STEM,5162,2.642857142857143,NaN,NaN
Adobe Acrobat,autre,Ingénierie & technologie,STEM,3784,1.1428571428571428,NaN,NaN
Adobe Acrobat,autre,Médecine,Médecine,3803,3.142857142857143,NaN,NaN
Adobe Acrobat,autre,Arts et Lettres,SHS,3154,3.142857142857143,NaN,NaN
Adobe Acrobat,autre,Sciences physiques,STEM,2598,0.14285714285714285,NaN,NaN
Adobe Acrobat,autre,Droit,SHS,505,0.14285714285714285,NaN,NaN
MS Access,autre,Sciences sociales et économie,SHS,6353,1,NaN,NaN
MS Access,autre,Sciences de la vie,STEM,5162,0,NaN,NaN
MS Access,autre,Ingénierie & technologie,STEM,3784,1,NaN,NaN
MS Access,autre,Médecine,Médecine,3803,0,NaN,NaN
MS Access,autre,Arts et Lettres,SHS,3154,0,NaN,NaN
MS Access,autre,Sciences physiques,STEM,2598,0,NaN,NaN
MS Access,autre,Droit,SHS,505,0,NaN,NaN
pdf,autre,Sciences sociales et économie,SHS,6353,1.0833333333333333,NaN,NaN
pdf,autre,Sciences de la vie,STEM,5162,1.3333333333333333,NaN,NaN
pdf,autre,Ingénierie & technologie,STEM,3784,0.75,NaN,NaN
pdf,autre,Médecine,Médecine,3803,3,NaN,NaN
pdf,autre,Arts et Lettres,SHS,3154,2.583333333333333,NaN,NaN
pdf,autre,Sciences physiques,STEM,2598,0.25,NaN,NaN
pdf,autre,Droit,SHS,505,0,NaN,NaN
MathType,autre,Sciences sociales et économie,SHS,6353,2,NaN,NaN
MathType,autre,Sciences de la vie,STEM,5162,0,NaN,NaN
MathType,autre,Ingénierie & technologie,STEM,3784,2.5,NaN,NaN
MathType,autre,Médecine,Médecine,3803,0,NaN,NaN
MathType,autre,Arts et Lettres,SHS,3154,0,NaN,NaN
MathType,autre,Sciences physiques,STEM,2598,1.5,NaN,NaN
MathType,autre,Droit,SHS,505,0,NaN,NaN
Origin,autre,Sciences sociales et économie,SHS,6353,0,NaN,NaN
Origin,autre,Sciences de la vie,STEM,5162,0,NaN,NaN
Origin,autre,Ingénierie & technologie,STEM,3784,2,NaN,NaN
Origin,autre,Médecine,Médecine,3803,0,NaN,NaN
Origin,autre,Arts et Lettres,SHS,3154,0,NaN,NaN
Origin,autre,Sciences physiques,STEM,2598,5,NaN,NaN
Origin,autre,Droit,SHS,505,0,NaN,NaN
graphics software,autre,Sciences sociales et économie,SHS,6353,2,NaN,NaN
graphics software,autre,Sciences de la vie,STEM,5162,2,NaN,NaN
graphics software,autre,Ingénierie & technologie,STEM,3784,2,NaN,NaN
graphics software,autre,Médecine,Médecine,3803,2.5,NaN,NaN
graphics software,autre,Arts et Lettres,SHS,3154,2,NaN,NaN
graphics software,autre,Sciences physiques,STEM,2598,1.5,NaN,NaN
graphics software,autre,Droit,SHS,505,0,NaN,NaN
Scientific Word,autres bureautique (wysiwyg),Sciences sociales et économie,SHS,6353,2,NaN,NaN
Scientific Word,autres bureautique (wysiwyg),Sciences de la vie,STEM,5162,0,NaN,NaN
Scientific Word,autres bureautique (wysiwyg),Ingénierie & technologie,STEM,3784,0,NaN,NaN
Scientific Word,autres bureautique (wysiwyg),Médecine,Médecine,3803,0,NaN,NaN
Scientific Word,autres bureautique (wysiwyg),Arts et Lettres,SHS,3154,0,NaN,NaN
Scientific Word,autres bureautique (wysiwyg),Sciences physiques,STEM,2598,2,NaN,NaN
Scientific Word,autres bureautique (wysiwyg),Droit,SHS,505,0,NaN,NaN
OpenOffice Writer,autres bureautique (wysiwyg),Sciences sociales et économie,SHS,6353,5.833333333333333,NaN,NaN
OpenOffice Writer,autres bureautique (wysiwyg),Sciences de la vie,STEM,5162,2.666666666666667,NaN,NaN
OpenOffice Writer,autres bureautique (wysiwyg),Ingénierie & technologie,STEM,3784,4.833333333333333,NaN,NaN
OpenOffice Writer,autres bureautique (wysiwyg),Médecine,Médecine,3803,0.8333333333333333,NaN,NaN
OpenOffice Writer,autres bureautique (wysiwyg),Arts et Lettres,SHS,3154,6,NaN,NaN
OpenOffice Writer,autres bureautique (wysiwyg),Sciences physiques,STEM,2598,1.3333333333333333,NaN,NaN
OpenOffice Writer,autres bureautique (wysiwyg),Droit,SHS,505,0.5,NaN,NaN
Rmarkdown,balisage et texte brut,Sciences sociales et économie,SHS,6353,0,NaN,NaN
Rmarkdown,balisage et texte brut,Sciences de la vie,STEM,5162,0,NaN,NaN
Rmarkdown,balisage et texte brut,Ingénierie & technologie,STEM,3784,0,NaN,NaN
Rmarkdown,balisage et texte brut,Médecine,Médecine,3803,0,NaN,NaN
Rmarkdown,balisage et texte brut,Arts et Lettres,SHS,3154,0,NaN,NaN
Rmarkdown,balisage et texte brut,Sciences physiques,STEM,2598,0,NaN,NaN
Rmarkdown,balisage et texte brut,Droit,SHS,505,0,NaN,NaN
RStudio,autre,Sciences sociales et économie,SHS,6353,5,NaN,NaN
RStudio,autre,Sciences de la vie,STEM,5162,7,NaN,NaN
RStudio,autre,Ingénierie & technologie,STEM,3784,0,NaN,NaN
RStudio,autre,Médecine,Médecine,3803,2.5,NaN,NaN
RStudio,autre,Arts et Lettres,SHS,3154,0.5,NaN,NaN
RStudio,autre,Sciences physiques,STEM,2598,1,NaN,NaN
RStudio,autre,Droit,SHS,505,0,NaN,NaN
Etherpad,balisage et texte brut,Sciences sociales et économie,SHS,6353,2.95,NaN,NaN
Etherpad,balisage et texte brut,Sciences de la vie,STEM,5162,2.783333333333333,NaN,NaN
Etherpad,balisage et texte brut,Ingénierie & technologie,STEM,3784,1.5833333333333333,NaN,NaN
Etherpad,balisage et texte brut,Médecine,Médecine,3803,0.95,NaN,NaN
Etherpad,balisage et texte brut,Arts et Lettres,SHS,3154,6.033333333333334,NaN,NaN
Etherpad,balisage et texte brut,Sciences physiques,STEM,2598,0.7,NaN,NaN
Etherpad,balisage et texte brut,Droit,SHS,505,0,NaN,NaN
Atom,balisage et texte brut,Sciences sociales et économie,SHS,6353,2,NaN,NaN
Atom,balisage et texte brut,Sciences de la vie,STEM,5162,3,NaN,NaN
Atom,balisage et texte brut,Ingénierie & technologie,STEM,3784,4.5,NaN,NaN
Atom,balisage et texte brut,Médecine,Médecine,3803,0,NaN,NaN
Atom,balisage et texte brut,Arts et Lettres,SHS,3154,2.5,NaN,NaN
Atom,balisage et texte brut,Sciences physiques,STEM,2598,0,NaN,NaN
Atom,balisage et texte brut,Droit,SHS,505,0,NaN,NaN
GIMP,autre,Sciences sociales et économie,SHS,6353,0,NaN,NaN
GIMP,autre,Sciences de la vie,STEM,5162,5,NaN,NaN
GIMP,autre,Ingénierie & technologie,STEM,3784,2.833333333333333,NaN,NaN
GIMP,autre,Médecine,Médecine,3803,0.8333333333333333,NaN,NaN
GIMP,autre,Arts et Lettres,SHS,3154,0,NaN,NaN
GIMP,autre,Sciences physiques,STEM,2598,0.3333333333333333,NaN,NaN
GIMP,autre,Droit,SHS,505,0,NaN,NaN
GraphPad,autre,Sciences sociales et économie,SHS,6353,0,NaN,NaN
GraphPad,autre,Sciences de la vie,STEM,5162,1,NaN,NaN
GraphPad,autre,Ingénierie & technologie,STEM,3784,0,NaN,NaN
GraphPad,autre,Médecine,Médecine,3803,0,NaN,NaN
GraphPad,autre,Arts et Lettres,SHS,3154,0,NaN,NaN
GraphPad,autre,Sciences physiques,STEM,2598,0,NaN,NaN
GraphPad,autre,Droit,SHS,505,0,NaN,NaN
GraphPad PRISM,autre,Sciences sociales et économie,SHS,6353,0,NaN,NaN
GraphPad PRISM,autre,Sciences de la vie,STEM,5162,11.333333333333332,NaN,NaN
GraphPad PRISM,autre,Ingénierie & technologie,STEM,3784,0,NaN,NaN
GraphPad PRISM,autre,Médecine,Médecine,3803,3.3333333333333335,NaN,NaN
GraphPad PRISM,autre,Arts et Lettres,SHS,3154,0,NaN,NaN
GraphPad PRISM,autre,Sciences physiques,STEM,2598,0.3333333333333333,NaN,NaN
GraphPad PRISM,autre,Droit,SHS,505,0,NaN,NaN
Pandoc,autre,Sciences sociales et économie,SHS,6353,3.5,NaN,NaN
Pandoc,autre,Sciences de la vie,STEM,5162,10.833333333333334,NaN,NaN
Pandoc,autre,Ingénierie & technologie,STEM,3784,5.333333333333334,NaN,NaN
Pandoc,autre,Médecine,Médecine,3803,1.8333333333333333,NaN,NaN
Pandoc,autre,Arts et Lettres,SHS,3154,4,NaN,NaN
Pandoc,autre,Sciences physiques,STEM,2598,1.5,NaN,NaN
Pandoc,autre,Droit,SHS,505,0,NaN,NaN
ChemBioDraw,autre,Sciences sociales et économie,SHS,6353,0,NaN,NaN
ChemBioDraw,autre,Sciences de la vie,STEM,5162,0,NaN,NaN
ChemBioDraw,autre,Ingénierie & technologie,STEM,3784,0,NaN,NaN
ChemBioDraw,autre,Médecine,Médecine,3803,0,NaN,NaN
ChemBioDraw,autre,Arts et Lettres,SHS,3154,0,NaN,NaN
ChemBioDraw,autre,Sciences physiques,STEM,2598,2,NaN,NaN
ChemBioDraw,autre,Droit,SHS,505,0,NaN,NaN
Atlas TI,autre,Sciences sociales et économie,SHS,6353,0.5,NaN,NaN
Atlas TI,autre,Sciences de la vie,STEM,5162,0,NaN,NaN
Atlas TI,autre,Ingénierie & technologie,STEM,3784,0,NaN,NaN
Atlas TI,autre,Médecine,Médecine,3803,0,NaN,NaN
Atlas TI,autre,Arts et Lettres,SHS,3154,1.5,NaN,NaN
Atlas TI,autre,Sciences physiques,STEM,2598,0,NaN,NaN
Atlas TI,autre,Droit,SHS,505,0,NaN,NaN
Citavi,autre,Sciences sociales et économie,SHS,6353,9,NaN,NaN
Citavi,autre,Sciences de la vie,STEM,5162,0,NaN,NaN
Citavi,autre,Ingénierie & technologie,STEM,3784,3.5,NaN,NaN
Citavi,autre,Médecine,Médecine,3803,0.5,NaN,NaN
Citavi,autre,Arts et Lettres,SHS,3154,8,NaN,NaN
Citavi,autre,Sciences physiques,STEM,2598,0,NaN,NaN
Citavi,autre,Droit,SHS,505,1,NaN,NaN
Keynote,autre,Sciences sociales et économie,SHS,6353,0,NaN,NaN
Keynote,autre,Sciences de la vie,STEM,5162,1,NaN,NaN
Keynote,autre,Ingénierie & technologie,STEM,3784,0,NaN,NaN
Keynote,autre,Médecine,Médecine,3803,1,NaN,NaN
Keynote,autre,Arts et Lettres,SHS,3154,2,NaN,NaN
Keynote,autre,Sciences physiques,STEM,2598,0,NaN,NaN
Keynote,autre,Droit,SHS,505,0,NaN,NaN
Workflowy,autre,Sciences sociales et économie,SHS,6353,1,NaN,NaN
Workflowy,autre,Sciences de la vie,STEM,5162,0,NaN,NaN
Workflowy,autre,Ingénierie & technologie,STEM,3784,0,NaN,NaN
Workflowy,autre,Médecine,Médecine,3803,0,NaN,NaN
Workflowy,autre,Arts et Lettres,SHS,3154,0,NaN,NaN
Workflowy,autre,Sciences physiques,STEM,2598,0,NaN,NaN
Workflowy,autre,Droit,SHS,505,0,NaN,NaN
wiki,balisage et texte brut,Sciences sociales et économie,SHS,6353,1,NaN,NaN
wiki,balisage et texte brut,Sciences de la vie,STEM,5162,3,NaN,NaN
wiki,balisage et texte brut,Ingénierie & technologie,STEM,3784,4,NaN,NaN
wiki,balisage et texte brut,Médecine,Médecine,3803,2,NaN,NaN
wiki,balisage et texte brut,Arts et Lettres,SHS,3154,0,NaN,NaN
wiki,balisage et texte brut,Sciences physiques,STEM,2598,0,NaN,NaN
wiki,balisage et texte brut,Droit,SHS,505,0,NaN,NaN
TeX,format/éditeur apparenté à TeX,Sciences sociales et économie,SHS,6353,0,NaN,NaN
TeX,format/éditeur apparenté à TeX,Sciences de la vie,STEM,5162,2,NaN,NaN
TeX,format/éditeur apparenté à TeX,Ingénierie & technologie,STEM,3784,0,NaN,NaN
TeX,format/éditeur apparenté à TeX,Médecine,Médecine,3803,0,NaN,NaN
TeX,format/éditeur apparenté à TeX,Arts et Lettres,SHS,3154,0,NaN,NaN
TeX,format/éditeur apparenté à TeX,Sciences physiques,STEM,2598,2,NaN,NaN
TeX,format/éditeur apparenté à TeX,Droit,SHS,505,0,NaN,NaN
Ginger Translate,balisage et texte brut,Sciences sociales et économie,SHS,6353,0,NaN,NaN
Ginger Translate,balisage et texte brut,Sciences de la vie,STEM,5162,1,NaN,NaN
Ginger Translate,balisage et texte brut,Ingénierie & technologie,STEM,3784,0,NaN,NaN
Ginger Translate,balisage et texte brut,Médecine,Médecine,3803,0,NaN,NaN
Ginger Translate,balisage et texte brut,Arts et Lettres,SHS,3154,0,NaN,NaN
Ginger Translate,balisage et texte brut,Sciences physiques,STEM,2598,0,NaN,NaN
Ginger Translate,balisage et texte brut,Droit,SHS,505,0,NaN,NaN
Alternote,format/éditeur apparenté à TeX,Sciences sociales et économie,SHS,6353,0,NaN,NaN
Alternote,format/éditeur apparenté à TeX,Sciences de la vie,STEM,5162,0,NaN,NaN
Alternote,format/éditeur apparenté à TeX,Ingénierie & technologie,STEM,3784,0,NaN,NaN
Alternote,format/éditeur apparenté à TeX,Médecine,Médecine,3803,0,NaN,NaN
Alternote,format/éditeur apparenté à TeX,Arts et Lettres,SHS,3154,1,NaN,NaN
Alternote,format/éditeur apparenté à TeX,Sciences physiques,STEM,2598,0,NaN,NaN
Alternote,format/éditeur apparenté à TeX,Droit,SHS,505,0,NaN,NaN
MS OneNote,autres bureautique (wysiwyg),Sciences sociales et économie,SHS,6353,9.95,NaN,NaN
MS OneNote,autres bureautique (wysiwyg),Sciences de la vie,STEM,5162,4.65,NaN,NaN
MS OneNote,autres bureautique (wysiwyg),Ingénierie & technologie,STEM,3784,7.7,NaN,NaN
MS OneNote,autres bureautique (wysiwyg),Médecine,Médecine,3803,1.7,NaN,NaN
MS OneNote,autres bureautique (wysiwyg),Arts et Lettres,SHS,3154,5.65,NaN,NaN
MS OneNote,autres bureautique (wysiwyg),Sciences physiques,STEM,2598,1.15,NaN,NaN
MS OneNote,autres bureautique (wysiwyg),Droit,SHS,505,0.2,NaN,NaN
table editors,autre,Sciences sociales et économie,SHS,6353,0,NaN,NaN
table editors,autre,Sciences de la vie,STEM,5162,0,NaN,NaN
table editors,autre,Ingénierie & technologie,STEM,3784,1,NaN,NaN
table editors,autre,Médecine,Médecine,3803,0,NaN,NaN
table editors,autre,Arts et Lettres,SHS,3154,0,NaN,NaN
table editors,autre,Sciences physiques,STEM,2598,0,NaN,NaN
table editors,autre,Droit,SHS,505,0,NaN,NaN
graph editors,autre,Sciences sociales et économie,SHS,6353,0,NaN,NaN
graph editors,autre,Sciences de la vie,STEM,5162,0,NaN,NaN
graph editors,autre,Ingénierie & technologie,STEM,3784,1,NaN,NaN
graph editors,autre,Médecine,Médecine,3803,0,NaN,NaN
graph editors,autre,Arts et Lettres,SHS,3154,0,NaN,NaN
graph editors,autre,Sciences physiques,STEM,2598,0,NaN,NaN
graph editors,autre,Droit,SHS,505,0,NaN,NaN
InkScape,autre,Sciences sociales et économie,SHS,6353,0,NaN,NaN
InkScape,autre,Sciences de la vie,STEM,5162,4,NaN,NaN
InkScape,autre,Ingénierie & technologie,STEM,3784,2,NaN,NaN
InkScape,autre,Médecine,Médecine,3803,2,NaN,NaN
InkScape,autre,Arts et Lettres,SHS,3154,0,NaN,NaN
InkScape,autre,Sciences physiques,STEM,2598,1,NaN,NaN
InkScape,autre,Droit,SHS,505,0,NaN,NaN
Git,autre,Sciences sociales et économie,SHS,6353,1,NaN,NaN
Git,autre,Sciences de la vie,STEM,5162,2,NaN,NaN
Git,autre,Ingénierie & technologie,STEM,3784,6,NaN,NaN
Git,autre,Médecine,Médecine,3803,0,NaN,NaN
Git,autre,Arts et Lettres,SHS,3154,1,NaN,NaN
Git,autre,Sciences physiques,STEM,2598,2,NaN,NaN
Git,autre,Droit,SHS,505,0,NaN,NaN
Manuscript,autre,Sciences sociales et économie,SHS,6353,0,NaN,NaN
Manuscript,autre,Sciences de la vie,STEM,5162,3,NaN,NaN
Manuscript,autre,Ingénierie & technologie,STEM,3784,0,NaN,NaN
Manuscript,autre,Médecine,Médecine,3803,0,NaN,NaN
Manuscript,autre,Arts et Lettres,SHS,3154,0.5,NaN,NaN
Manuscript,autre,Sciences physiques,STEM,2598,0,NaN,NaN
Manuscript,autre,Droit,SHS,505,0.5,NaN,NaN
text editor,balisage et texte brut,Sciences sociales et économie,SHS,6353,5.333333333333333,NaN,NaN
text editor,balisage et texte brut,Sciences de la vie,STEM,5162,3.8333333333333335,NaN,NaN
text editor,balisage et texte brut,Ingénierie & technologie,STEM,3784,2.5,NaN,NaN
text editor,balisage et texte brut,Médecine,Médecine,3803,2.333333333333333,NaN,NaN
text editor,balisage et texte brut,Arts et Lettres,SHS,3154,4,NaN,NaN
text editor,balisage et texte brut,Sciences physiques,STEM,2598,3,NaN,NaN
text editor,balisage et texte brut,Droit,SHS,505,1,NaN,NaN
Leo,autre,Sciences sociales et économie,SHS,6353,0,NaN,NaN
Leo,autre,Sciences de la vie,STEM,5162,0.3333333333333333,NaN,NaN
Leo,autre,Ingénierie & technologie,STEM,3784,0.3333333333333333,NaN,NaN
Leo,autre,Médecine,Médecine,3803,0,NaN,NaN
Leo,autre,Arts et Lettres,SHS,3154,0,NaN,NaN
Leo,autre,Sciences physiques,STEM,2598,0.3333333333333333,NaN,NaN
Leo,autre,Droit,SHS,505,0,NaN,NaN
Write,autre,Sciences sociales et économie,SHS,6353,0,NaN,NaN
Write,autre,Sciences de la vie,STEM,5162,0,NaN,NaN
Write,autre,Ingénierie & technologie,STEM,3784,1,NaN,NaN
Write,autre,Médecine,Médecine,3803,0,NaN,NaN
Write,autre,Arts et Lettres,SHS,3154,0,NaN,NaN
Write,autre,Sciences physiques,STEM,2598,0,NaN,NaN
Write,autre,Droit,SHS,505,0,NaN,NaN
Adobe Acrobat Pro,autre,Sciences sociales et économie,SHS,6353,2.333333333333333,NaN,NaN
Adobe Acrobat Pro,autre,Sciences de la vie,STEM,5162,1.3333333333333333,NaN,NaN
Adobe Acrobat Pro,autre,Ingénierie & technologie,STEM,3784,1,NaN,NaN
Adobe Acrobat Pro,autre,Médecine,Médecine,3803,0,NaN,NaN
Adobe Acrobat Pro,autre,Arts et Lettres,SHS,3154,1.8333333333333333,NaN,NaN
Adobe Acrobat Pro,autre,Sciences physiques,STEM,2598,0.5,NaN,NaN
Adobe Acrobat Pro,autre,Droit,SHS,505,0,NaN,NaN
Google Earth,autre,Sciences sociales et économie,SHS,6353,0,NaN,NaN
Google Earth,autre,Sciences de la vie,STEM,5162,0,NaN,NaN
Google Earth,autre,Ingénierie & technologie,STEM,3784,0,NaN,NaN
Google Earth,autre,Médecine,Médecine,3803,0,NaN,NaN
Google Earth,autre,Arts et Lettres,SHS,3154,1,NaN,NaN
Google Earth,autre,Sciences physiques,STEM,2598,0,NaN,NaN
Google Earth,autre,Droit,SHS,505,0,NaN,NaN
iPhoto,autre,Sciences sociales et économie,SHS,6353,0,NaN,NaN
iPhoto,autre,Sciences de la vie,STEM,5162,0,NaN,NaN
iPhoto,autre,Ingénierie & technologie,STEM,3784,0,NaN,NaN
iPhoto,autre,Médecine,Médecine,3803,0,NaN,NaN
iPhoto,autre,Arts et Lettres,SHS,3154,1,NaN,NaN
iPhoto,autre,Sciences physiques,STEM,2598,0,NaN,NaN
iPhoto,autre,Droit,SHS,505,0,NaN,NaN
CVS (Concurrent Versions System),autre,Sciences sociales et économie,SHS,6353,0.3333333333333333,NaN,NaN
CVS (Concurrent Versions System),autre,Sciences de la vie,STEM,5162,0,NaN,NaN
CVS (Concurrent Versions System),autre,Ingénierie & technologie,STEM,3784,0.3333333333333333,NaN,NaN
CVS (Concurrent Versions System),autre,Médecine,Médecine,3803,0,NaN,NaN
CVS (Concurrent Versions System),autre,Arts et Lettres,SHS,3154,0.3333333333333333,NaN,NaN
CVS (Concurrent Versions System),autre,Sciences physiques,STEM,2598,1,NaN,NaN
CVS (Concurrent Versions System),autre,Droit,SHS,505,0,NaN,NaN
knitr,autre,Sciences sociales et économie,SHS,6353,1,NaN,NaN
