catId,count,fraction,percentage
SHS,8173.49999999997,0.401962230746532,40.1962230746532
STEM,9046.499999999989,0.44489524933608743,44.48952493360874
Médecine,3114.000000000009,0.15314251991738043,15.314251991738043
