id,role,last affiliation country,first publication year,tools,disciplines
82d32087fd33f0d81001e6e540003fdd,PhD student,Germany,2011-2016,MS Word,Médecine
82d5308563b73e42b0c5f0b0983b965d,Professor / Associate professor / Assistant professor,Netherlands,2001-2005,MS Word,Sciences sociales et économie
82dab285da2a1394433ff8d2c5d0b33c,Bachelor/Master student,Venezuela,I haven't published (yet),MS Word,Sciences de la vie
82db10362d196cf6db7564097f4b57bc,Professor / Associate professor / Assistant professor,Netherlands,1991-2000,cloud | SurfDrive | Dropbox | Evernote | Mellel | MS Word | Google Drive/Docs,Sciences de la vie | Médecine
82dcb17094a4456786016c501ad48b17,PhD student,Norway,2006-2010,MS Word,Sciences physiques | Médecine
82e34990f4c0520c7adb6378ffea3771,PhD student,Netherlands,1991-2000,MS Word | Google Drive/Docs,Sciences de la vie
82e5e34ca14916ab5dc6928300127a15,Librarian,France,2006-2010,Zotero | MS OneDrive | MS Word | Google Drive/Docs,Médecine
82e8aca86ba869502be8d4fc63169ae6,Professor / Associate professor / Assistant professor,Macedonia,2011-2016,MS Word,Médecine
82e914c72bdff67e9755c3f0b7f7e41b,Professor / Associate professor / Assistant professor,Spain,1991-2000,MS Word,Sciences de la vie
82e951cbb20f47625809f0d541e03b5e,Professor / Associate professor / Assistant professor,Italy,1991-2000,Reference Manager | MS Word,Médecine
82e9778f72673fd146e9d7ad55416b28,Professor / Associate professor / Assistant professor,United States,before 1991,MS Word,Sciences de la vie
82ebef8c31a25f5f83d8670dfa535c23,PhD student,China,2011-2016,MS Word,Sciences de la vie | Médecine
82f07e615d8d7692fc123f6b0db9c7e0,Other,Colombia,2011-2016,MS Word | Google Drive/Docs,Sciences sociales et économie
82f1588cf733e2771830c5583607578b,Bachelor/Master student,Japan,I haven't published (yet),MS Word,Sciences sociales et économie
82fb8807254ced9a0679e83d600e7171,PhD student,Netherlands,2011-2016,MS Word,Sciences de la vie
8304014ee3f002d779a4341e0d603e52,Bachelor/Master student,Germany,2011-2016,MS Word | Google Drive/Docs | LaTeX,Sciences physiques
830a5a5c7bad42dc737b0cc5526dd0c5,PhD student,South Africa,2011-2016,MS Word | LaTeX,Sciences physiques
830ad8ff74cacde8bb14fb98c1348874,PhD student,Netherlands,I haven't published (yet),MS Word,Sciences de la vie | Médecine
831ab8f3cfc6e663653e9f82c80ac1e3,Professor / Associate professor / Assistant professor,France,2006-2010,LaTeX,Sciences sociales et économie
831fa054e8c3c10de6397fffe0ad2f66,Professor / Associate professor / Assistant professor,Brazil,before 1991,MS Word,Sciences de la vie
83224bf94fabb7725fcd2762c2ce5bc3,Librarian,Ukraine,2001-2005,MS Word | Google Drive/Docs,Arts et Lettres
83295d5dd5e4176a742f87bd0b21e061,Other,Netherlands,1991-2000,MS Word,Médecine
832c1fbb3b5b2ab3514ba149e98b3cde,Professor / Associate professor / Assistant professor,India,2011-2016,MS Word,Sciences de la vie
8331707895f8fc503f6aa43d4b9555f0,PhD student,Iran,2006-2010,MS Word | Google Drive/Docs,Sciences sociales et économie
8333e623166d16c30242d5d2de8f09d8,Bachelor/Master student,Ukraine,1991-2000,MS Word,Médecine
833493e9b02df80e55df1e7374aa6474,PhD student,Netherlands,2011-2016,MS Word,Médecine
8337e017d645624f9de92bf14977fecd,Bachelor/Master student,Germany,I haven't published (yet),OpenOffice | MS Word | Google Drive/Docs,Médecine
833851792802a3ec97927846d6b901ee,PhD student,Netherlands,I haven't published (yet),MS Word,Médecine
83399c77c5c75a88ac3fe4eed14bdf18,Industry / Government,France,2011-2016,MS Word,Sciences de la vie
8342ddfa54bbb950ab3c2eef42353dce,Professor / Associate professor / Assistant professor,Italy,1991-2000,MS Word | Google Drive/Docs,Sciences sociales et économie
834bd0db3ecc29cb1a096fa67f944726,Professor / Associate professor / Assistant professor,United States,I haven't published (yet),MS Word | Google Drive/Docs,Sciences sociales et économie | Droit
8353d7aabc2ff1332d7e00eae74fd727,Other,Thailand,2011-2016,MS Word,Sciences de la vie
8354f161e183529c252e3892216fe8f8,Postdoc,France,2006-2010,MS Word,Sciences de la vie
8357330f9c8b542e1e90fe43b80bad78,PhD student,Germany,I haven't published (yet),MS Word | LaTeX,Sciences sociales et économie
83575a0f63eeec75655bc42cd86c94bf,Postdoc,Germany,2011-2016,MS Word,Arts et Lettres
83586e69bc05d8c3c72cbce620eacc85,Other,Germany,1991-2000,OpenOffice | MS Word,Arts et Lettres
8364b54e3ae2c21d950087f427ec982b,Postdoc,Italy,2006-2010,MS Word,Sciences de la vie | Médecine
8366178f872d5da9baf90cb1901cf925,PhD student,India,2011-2016,MS Word,Ingénierie & technologie
836cd1182c382a19d0d5967281454dd1,Professor / Associate professor / Assistant professor,Netherlands,1991-2000,MS Word | Google Drive/Docs,Sciences sociales et économie
836d9bb5288c6504f1f2d3170a65afae,Librarian,United Kingdom,before 1991,MS Word,Arts et Lettres
83735689eac0832900526796ffb82f27,Librarian,Uganda,I haven't published (yet),MS Word | Google Drive/Docs,Sciences physiques | Ingénierie & technologie | Sciences de la vie | Médecine | Sciences sociales et économie | Droit | Arts et Lettres
83844bcd73796c0ee363a723af56b3fe,PhD student,South Africa,I haven't published (yet),MS Word,Ingénierie & technologie
8384cf73904bc63e29e487863a65f1cc,Professor / Associate professor / Assistant professor,France,1991-2000,MS Word | Google Drive/Docs,Droit
839030479158970eba55777a15c43e95,Professor / Associate professor / Assistant professor,Japan,1991-2000,MS Word,Sciences sociales et économie
83906ab3f11ba098feca7c87af4bb8ac,Librarian,United States,1991-2000,MS Word | Google Drive/Docs,Sciences sociales et économie | Arts et Lettres
839583251641f10f8bbd5d123548447c,Professor / Associate professor / Assistant professor,Chile,1991-2000,MS Word | Google Drive/Docs,Sciences sociales et économie
839a8a14552d2a4946f919d02445f243,Professor / Associate professor / Assistant professor,United States,1991-2000,MS Word,Médecine
839f7f1ab10f491065685fdea73e5728,Professor / Associate professor / Assistant professor,United States,1991-2000,MS Word,Sciences de la vie
83a1d1ffbfdac704788b1847387f64cb,PhD student,United Kingdom,I haven't published (yet),MS Word,Sciences physiques | Sciences de la vie | Arts et Lettres
83a34662972d655b450af76e321555cb,Professor / Associate professor / Assistant professor,Italy,1991-2000,MS Word,Sciences sociales et économie
83a3a0152c82a2d7b5413b7bc68e4df9,PhD student,United States,I haven't published (yet),MS Word | Google Drive/Docs | Scrivener,Arts et Lettres
83ac520919ebd7be3cf68404679f4742,Professor / Associate professor / Assistant professor,France,2011-2016,MS Word,Sciences sociales et économie
83b05051006edfdbdba964a891d161b7,Postdoc,Poland,2006-2010,MS Word,Sciences de la vie
83b38f00b053d2ff2e841918f43e1e08,Professor / Associate professor / Assistant professor,France,2011-2016,MS Word | Google Drive/Docs | LaTeX,Ingénierie & technologie
83b46c5ac0d7992d5eee28e5d25f1134,Bachelor/Master student,Slovenia,2011-2016,MS Word | Google Drive/Docs,Sciences sociales et économie | Arts et Lettres
83b5d6601fc19b1d3d3a2278da55bc2e,PhD student,Portugal,2011-2016,MS Word,Sciences de la vie
83b72b7cac154d19342d682a33a94487,Librarian,Australia,2006-2010,MS Word,Sciences sociales et économie
83ba540f03191ae2f377ff62e3b30077,Professor / Associate professor / Assistant professor,France,2006-2010,LaTeX | Overleaf (=WriteLaTeX),Sciences de la vie
83be0b498c803dfea06179891cab2513,Bachelor/Master student,Switzerland,I haven't published (yet),MS Word | Google Drive/Docs | LaTeX,Arts et Lettres
83bf35b092194d5880c6244612d516ad,PhD student,Australia,2001-2005,WinEdit | MS Word | LaTeX,Ingénierie & technologie
83c2120e4a103deba68f389f1266ead9,Professor / Associate professor / Assistant professor,United States,2011-2016,MS Word | Scrivener,Sciences sociales et économie
83d07ad3609e78af76739926833a9f85,PhD student,United Kingdom,2011-2016,MS Word | Google Drive/Docs,Sciences sociales et économie
83d101b2a4318f572604d729e33e80cb,Professor / Associate professor / Assistant professor,Venezuela,before 1991,MS Word | Google Drive/Docs,Sciences physiques | Ingénierie & technologie
83d1d881bce5e05b7423e77d69cf8858,Librarian,France,2001-2005,LibreOffice | OpenOffice Writer | MS Word | Google Drive/Docs,Sciences sociales et économie | Arts et Lettres
83d28a79a20e1bd8b6697e94b76d0623,Professor / Associate professor / Assistant professor,United Kingdom,2006-2010,MS Word | Scrivener,Sciences sociales et économie
83d405a884b14529e2499907fe1e4123,PhD student,United States,2011-2016,MS Word | Google Drive/Docs,Sciences sociales et économie
83d6ab641a6609630d30729d0c7edb0b,PhD student,United States,2001-2005,MS Word | LaTeX,Sciences physiques
83db83713fa4e842d1dbb5a50d63d80d,Professor / Associate professor / Assistant professor,United Kingdom,2001-2005,MS Word,Sciences de la vie
83dcbb4312ca9d4384703b79a5a5a0b9,PhD student,Netherlands,2011-2016,MS Word,Médecine
83de23f0f670c311c195d62b3d61bf4c,Professor / Associate professor / Assistant professor,Netherlands,2006-2010,MS Word,Sciences sociales et économie
83e000b7503cc07dedaec8f9a6e29c1b,Bachelor/Master student,Greece,2011-2016,MS Word,Sciences physiques
83e0421897284c68a762cdf20731cc88,Industry / Government,Spain,1991-2000,MS Word,Sciences de la vie
83e185851a691323b8f0ff393461a619,Professor / Associate professor / Assistant professor,United States,2001-2005,MS Word | Google Drive/Docs,Sciences de la vie
83e4bdf163e69e781e05928a9577faba,Professor / Associate professor / Assistant professor,Australia,2006-2010,MS Word | Google Drive/Docs | LaTeX | Overleaf (=WriteLaTeX),Sciences sociales et économie
83e5667da00142130c764e0858e4e32a,Professor / Associate professor / Assistant professor,Japan,2001-2005,MS Word,Médecine
83ec1da7365e5cab03de59149912adf8,Industry / Government,United States,before 1991,MS Word,Sciences de la vie
83eecb1d5948132507e29306a75e8110,Professor / Associate professor / Assistant professor,Greece,before 1991,MS Word,Sciences physiques
83ef387ad0c6357c1628a03243277ee3,Postdoc,Switzerland,1991-2000,MS Word,Arts et Lettres
83f26e77fde3d12d31fc53abdb23207e,Professor / Associate professor / Assistant professor,United States,2001-2005,MS Word,Sciences de la vie | Médecine
83f4241e9f373e0107f64ed227ef2c85,Professor / Associate professor / Assistant professor,New Zealand,2006-2010,LaTeX,Arts et Lettres
83f67d6278e3eb23ab2dd65f3f1fdd6a,Librarian,Australia,I haven't published (yet),MS Word | Google Drive/Docs,Sciences physiques | Ingénierie & technologie | Sciences de la vie | Médecine | Sciences sociales et économie | Droit | Arts et Lettres
83f7d4da71dcc391bf14acc72bf6a7b6,Professor / Associate professor / Assistant professor,China,1991-2000,MS Word,Sciences physiques
83f86888299072e0cd456e748e3b2ef1,Professor / Associate professor / Assistant professor,Hungary,before 1991,LaTeX,Sciences physiques | Ingénierie & technologie
83fcc68f9764749764abe2524b24270e,Professor / Associate professor / Assistant professor,United Kingdom,2001-2005,MS Word,Sciences de la vie
840de5ca71d30876be6fe96181afc3db,Professor / Associate professor / Assistant professor,United States,1991-2000,MS Word,Sciences sociales et économie
840de714dadcc5d2af6c0872c2b24891,Professor / Associate professor / Assistant professor,United States,,MS Word | Google Drive/Docs,Arts et Lettres
840e93772b0db790df75ec3f6d3a6cde,Professor / Associate professor / Assistant professor,Portugal,2001-2005,MS Word | Google Drive/Docs,Sciences de la vie
84150b6263372054be7bb7abe3ac5cdd,PhD student,United Kingdom,I haven't published (yet),MS Word,Arts et Lettres
84177745c4707547f9b0ad8a56365edf,PhD student,Italy,2011-2016,MS Word | LaTeX,Ingénierie & technologie
841d3f17a39973a657592f5b91676b17,Professor / Associate professor / Assistant professor,United Kingdom,1991-2000,MS Word,Sciences sociales et économie
841f96cf10ab3c3632973c9d11909b6f,PhD student,United Kingdom,2011-2016,MS Word,Sciences physiques
84255484868b55a69fe173b07e9eb511,Postdoc,Germany,2006-2010,MS Word | LaTeX,Sciences de la vie
84288c23912265ed82c379956c5c2376,Professor / Associate professor / Assistant professor,Spain,1991-2000,MS Word | Google Drive/Docs,Ingénierie & technologie
842bb6b58f2a55c43baf1fea42553778,Professor / Associate professor / Assistant professor,Japan,1991-2000,MS Word,Médecine
843169961f62a77146e7df61f415caa0,Publisher,Germany,before 1991,MS Word,Sciences sociales et économie
8435f32f876ec17277ffd305d818942a,Professor / Associate professor / Assistant professor,Italy,before 1991,MS Word,Médecine
843737e5b7f835b1094e7c013f4bfa66,Postdoc,Germany,2006-2010,MS Word | LaTeX,Sciences physiques
843b349a046fa80a06d919ba5643a8cd,Professor / Associate professor / Assistant professor,Estonia,2006-2010,MS Word,Sciences de la vie
843d3801bebae660c4e5964993708719,Bachelor/Master student,Egypt,I haven't published (yet),MS Word | Google Drive/Docs,Médecine
84419d6a40b6fd52525c6c5a4d1bc9e9,PhD student,Macedonia,2006-2010,MS Word,Médecine
8441bdffbe3986eb4ef60be88b240ff4,Professor / Associate professor / Assistant professor,Venezuela,1991-2000,MS Word | Google Drive/Docs,Sciences sociales et économie | Arts et Lettres
8442e8318277a7a834e7bae1da414ffc,Professor / Associate professor / Assistant professor,China,2006-2010,LaTeX | Overleaf (=WriteLaTeX),Ingénierie & technologie
8445217cba3e75bdd8b43207144d1b92,Professor / Associate professor / Assistant professor,France,2011-2016,LaTeX,Sciences sociales et économie
8446875f3354015f2210bafc970e5be7,Professor / Associate professor / Assistant professor,Russia,1991-2000,MS Word,Sciences sociales et économie
8446aa145dae38754f1c2f9e61cb51af,Professor / Associate professor / Assistant professor,Mexico,1991-2000,MS Word,Sciences de la vie
8447db493f06839710869d2c4e2fa130,PhD student,China,2011-2016,LyX,Sciences physiques
844a82de01e78a8549dd259dc12fcb8e,Professor / Associate professor / Assistant professor,United States,2006-2010,MS Word,Sciences sociales et économie
844af27f14776e7720da9cbab8a36995,Postdoc,France,2011-2016,MS Word,Sciences de la vie
844f71fa76160db8f6334844a1f2d970,Bachelor/Master student,Australia,2001-2005,MS Word,Sciences sociales et économie
84569690f4fa783aa3029a0815d70a6f,Professor / Associate professor / Assistant professor,Spain,1991-2000,MS Word,Sciences de la vie
8456bdea8de0d1cc8b2fc07b95b5200f,Industry / Government,Australia,1991-2000,MS Word | Google Drive/Docs,Sciences physiques
845a3c4ee41879dff85108259814386c,PhD student,Netherlands,I haven't published (yet),Pages | MS Word,Sciences de la vie
845c088548372de9399b51b1aa70e955,PhD student,Germany,I haven't published (yet),Pages | MS Word,Arts et Lettres
846106c5ac75f0d9c4156b8681edb0da,Professor / Associate professor / Assistant professor,Mexico,1991-2000,MS Word | Google Drive/Docs,Sciences sociales et économie
84629a0ca0767a801372bd0084336981,Professor / Associate professor / Assistant professor,Spain,1991-2000,MS Word,Sciences de la vie
846be80fbe52f7f6ccf8f41c9e26bb26,Professor / Associate professor / Assistant professor,France,before 1991,MS Word,Médecine
846c2ce167c7ab5427aaf665cb9206c2,Industry / Government,Brazil,2006-2010,MS Word,Sciences de la vie
847381e428d1e61fda32c5a5fccb6aca,Postdoc,Czech Republic,2011-2016,MS Word,Médecine
84757e19a0a2e8db240325daf8c5492f,Postdoc,Finland,2011-2016,MS Word | Google Drive/Docs,Sciences sociales et économie
847c76e8a014e910cf5d246fed541167,Professor / Associate professor / Assistant professor,Turkey,2011-2016,MS Word,Sciences sociales et économie
847cbba18027665f18a1a290988603ab,Bachelor/Master student,Canada,2011-2016,MS Word,Ingénierie & technologie
847f39ac03ba74ab2d1737e8a3265597,Professor / Associate professor / Assistant professor,Colombia,1991-2000,MS Word,Arts et Lettres
847f461a95bdee0b08c9977a84dc849a,Librarian,Netherlands,2011-2016,MS Word,Médecine
848096704d1b2329a276e675487a35f7,Professor / Associate professor / Assistant professor,Norway,2001-2005,MS Word,Sciences de la vie
848595f49f32b290d263044110046078,PhD student,Netherlands,2011-2016,LaTeX,Ingénierie & technologie | Sciences de la vie
8487acb77e937d800f0ae7c0a08a6732,Professor / Associate professor / Assistant professor,United Kingdom,2001-2005,Sente | MS Word | Scrivener,Sciences de la vie
84884192017953788b8a78c04d192ef7,PhD student,United Kingdom,2011-2016,MS Word | Google Drive/Docs,Sciences sociales et économie
848a4ac614f60bf46158a3270d99fc5f,Professor / Associate professor / Assistant professor,United States,2011-2016,Google Drive/Docs,Sciences sociales et économie
848b8bc87fdba91d8ac7a7343f6db8fd,PhD student,United Kingdom,2011-2016,LaTeX,Ingénierie & technologie
8491f33a3b42df3f90021d4bb23692b0,PhD student,India,2011-2016,MS Word,Sciences de la vie
849ad8d286853b83bd9fb0f2b830baaa,Bachelor/Master student,Germany,2006-2010,MS Word,Sciences sociales et économie
