id,role,last affiliation country,first publication year,weight,tool,famille d'outil,discipline,discipline_cat
f589ae0148b12db2d86aa8cd2c865885,PhD student,Argentina,2006-2010,0.5,MS Word,Word et apparentés,Sciences de la vie,STEM
f5964a907583aa02d2f5a0cc3cb9c06e,Postdoc,Netherlands,2006-2010,0.5,MS Word,Word et apparentés,Sciences de la vie,STEM
f59d2ac7798efc4c2fed86e3222717aa,Professor / Associate professor / Assistant professor,United States,1991-2000,0.5,MS Word,Word et apparentés,Sciences de la vie,STEM
f5b902abe9aa7cf1661c2d2c10408529,PhD student,Netherlands,2011-2016,0.3333333333333333,MS Word,Word et apparentés,Sciences de la vie,STEM
f5bb66c3ba99d1389968379a878f2761,Postdoc,Australia,2006-2010,0.5,MS Word,Word et apparentés,Sciences de la vie,STEM
f5cacfadc01bd6cbc649a83a55ecdb26,Postdoc,Canada,1991-2000,0.5,MS Word,Word et apparentés,Sciences de la vie,STEM
f5cef05f22cc04fb6494767eedf61e07,Bachelor/Master student,Germany,I haven't published (yet),0.3333333333333333,MS Word,Word et apparentés,Sciences de la vie,STEM
f5d66d8f79010fe2383c912e17cb47e8,Professor / Associate professor / Assistant professor,China,before 1991,0.5,MS Word,Word et apparentés,Sciences de la vie,STEM
f5de3d6d71ec3b4cb9778c8f083a7e0c,Professor / Associate professor / Assistant professor,Spain,1991-2000,0.2,MS Word,Word et apparentés,Sciences de la vie,STEM
f5de3d6d71ec3b4cb9778c8f083a7e0c,Professor / Associate professor / Assistant professor,Spain,1991-2000,0.2,Google Drive/Docs,Word et apparentés,Sciences de la vie,STEM
f5de3d6d71ec3b4cb9778c8f083a7e0c,Professor / Associate professor / Assistant professor,Spain,1991-2000,0.2,LaTeX,format/éditeur apparenté à TeX,Sciences de la vie,STEM
f5f0dd1f62506d142fd20ce9d4ea04a2,Professor / Associate professor / Assistant professor,United Kingdom,1991-2000,0.2,MS Word,Word et apparentés,Sciences de la vie,STEM
f5f0dd1f62506d142fd20ce9d4ea04a2,Professor / Associate professor / Assistant professor,United Kingdom,1991-2000,0.2,Google Drive/Docs,Word et apparentés,Sciences de la vie,STEM
f5f0dd1f62506d142fd20ce9d4ea04a2,Professor / Associate professor / Assistant professor,United Kingdom,1991-2000,0.2,LaTeX,format/éditeur apparenté à TeX,Sciences de la vie,STEM
